label,C_wt_percent,Mn_wt_percent,P_wt_percent,S_wt_percent
Random_0115,0.25214742770756315,1.361433096173444,0.0117860149868063,0.021155372100689386
Random_0116,0.052303778063033976,0.808787545419165,0.03749463547290844,0.01868128947615032
Random_0117,0.20013014471510188,1.808755773385406,0.03537472935710122,0.004590211295436368
Random_0118,0.12667967056130794,0.7006523840648514,0.024444147814997465,0.03597706573808897
Random_0119,0.10615559283454198,1.5087165897822545,0.023945556488168578,0.03367102593876345
Random_0120,0.07453161373187729,1.0945656701028963,0.03195877535161136,0.015691289317262283
Random_0121,0.17123328194941204,0.6638034096425369,0.049383862735632854,0.027803167110915784
Random_0122,0.19069071563887244,1.8756402963930754,0.02259297699936306,0.0392695047044138
Random_0123,0.031554119128954346,1.9776019021057123,0.03626491224322775,0.02361765535834699
Random_0124,0.110163528695812,0.4858647067850087,0.049145335870980855,0.010173645241587627
Random_0125,0.2646317667638476,0.20839011596678825,0.040261951397747436,0.03491379524690542
Random_0126,0.07724916581576119,1.956211034994812,0.019219723620800995,0.007175879738004171
Random_0127,0.12874959620064533,1.9474187168798078,0.006561070215197993,0.028025919286395355
Random_0128,0.045147149342221395,1.402064589458842,0.008556776781825128,0.03780624308779151
Random_0129,0.2745447894611325,1.9703854722384335,0.04404236214848909,0.01605087570668793
Random_0130,0.14241178804669713,0.6963911367233259,0.025116134495524953,0.010278121349129081
Random_0131,0.2882173311612661,0.8939220412783964,0.01746503040743625,0.037475730157942484
Random_0132,0.10752161441673008,0.9008472589574987,0.031768491894688805,0.02949170548939064
Random_0133,0.13057200993921877,0.522289963986149,0.03147281115334488,0.0076352883264772286
Random_0134,0.18757044030993583,1.3208738266395383,0.03230585628857645,0.014727320004720434
Random_0135,0.12191464045343225,0.603529363141663,0.0396790081504353,0.02893332884065848
Random_0136,0.20897408316143468,1.9454983838640731,0.04445409331541502,0.017737260960679662
Random_0137,0.22858192846503195,1.323695539050659,0.027314487156117707,0.006461569722219546
Random_0138,0.15062634915572748,0.5122182288096511,0.040614450315165244,0.029832530860481953
Random_0139,0.057831932182430316,0.27162418764055596,0.006320733154458975,0.03155989219352575
Random_0140,0.2827472344763067,0.6504812040412317,0.006353004254697341,0.028601083433875803
Random_0141,0.15916602387847753,1.250773887882649,0.02558924972528403,0.03257989273884019
Random_0142,0.17754460631184862,1.6242044108629206,0.03323021105958356,0.027713173983291543
Random_0143,0.22229128643478627,1.1985564109254108,0.018628289160346836,0.01645426377623895
Random_0144,0.011586190728157182,0.17063859706858248,0.023776209514747213,0.032276955531290376
Random_0145,0.2136317918222568,0.8312900597462057,0.02449695407494769,0.03368645438113988
Random_0146,0.23736939748886995,1.259422151213984,0.04260409067704842,0.039189098846513955
Random_0147,0.18877507677652805,1.9427751325323357,0.0048224437831807165,0.031258375250248105
Random_0148,0.0333509173912691,0.5212135039706813,0.01761933438460815,0.005551330756764121
Random_0149,0.21620903372074138,0.7639273471939101,0.009263023033546581,0.009374960990891669
Random_0150,0.012306350616291258,1.9250168888739512,0.04760792255086741,0.01092320476195419
Random_0151,0.21128570264734625,0.18821958282982615,0.01812900157089559,0.027374382455161737
Random_0152,0.07216462529788108,0.7443829365021138,0.007425683208629987,0.0069013490480338046
Random_0153,0.006832002255998013,0.7433987094266794,0.021861211910965593,0.017481390272063912
Random_0154,0.08905036821368187,1.110290008347369,0.0022435308932340957,0.016825202976800745
Random_0155,0.18580503408488358,1.5517438803625718,0.049643632837013806,0.018135622081000655
Random_0156,0.28235563908301997,1.8411067893601536,0.007820351354892976,0.02053288919354171
Random_0157,0.07116280628982051,1.6068472739217128,0.03702323490534166,0.038964805781615965
Random_0158,0.02250359531265604,0.922766019984172,0.0188620579963444,0.02657144607748595
Random_0159,0.1615922359441133,1.1833574933457665,0.007960080484936098,0.03770407147140868
Random_0160,0.10086961093893197,0.8471086995510099,0.012201250002587156,0.012831092768650534
Random_0161,0.11672971542805645,0.5951486574056988,0.023221428708964004,0.033490495943393546
Random_0162,0.25388150932044423,1.2634026849520876,0.028082764792212767,0.024489024345636882
Random_0163,0.15375043329550622,0.23490390935243424,0.005997802871803297,0.019668020292987802
Random_0164,0.02678334322056953,0.34646248550743963,0.0316628412179498,0.037877773836522764
Random_0165,0.01525507853539795,1.244398583501519,0.02317198430865616,0.002540831460735193
Random_0166,0.2352097532871184,1.438893199263544,0.04678256699375066,0.026893677675984978
Random_0167,0.21607380843132523,0.7841998737837047,0.029375827426301637,0.025198452078567066
Random_0168,0.03936913261838107,0.47851063473998035,0.012568216845733896,0.024785329414290336
Random_0169,0.16515098605145231,0.7132171311254659,0.039699682728956284,0.027980740219912977
Random_0170,0.04609806195916517,1.6006243736621202,0.01616810792875841,0.0191786872823602
Random_0171,0.05861587357635654,0.8662324853442248,0.01225115256198504,0.029601392281132118
Random_0172,0.1785327023960989,1.7747497973119701,0.008744949442530086,0.023412967830492317
Random_0173,0.14426219140888033,1.004704699921023,0.03801684758496142,0.01717249201520254
Random_0174,0.2101050104720211,0.6295518480076011,0.007226721697341283,0.031921457209051936
Random_0175,0.16012764299579943,0.5707367790521126,0.023137916286395388,0.025673213205201564
Random_0176,0.07784592835507742,0.44318882468476894,0.049537964554311975,0.008192994024787932
Random_0177,0.10360820888369872,0.8568580661499001,0.04319682143021326,0.011851118081115865
Random_0178,0.07037737309929626,0.3406975341393863,0.03826913965562453,0.02304213510196131
Random_0179,0.032812242536776906,0.9644020853148504,0.049433807344226394,0.03699980541308422
Random_0180,0.17090323847350963,0.546848498412466,0.02985997624236375,0.020995467598358842
Random_0181,0.29114413343651696,0.12857687370813725,0.01625597831689198,0.01672277489520195
Random_0182,0.22044128918903313,1.5234658476656604,0.03697558328944422,0.023186585905988297
Random_0183,0.16774627393354646,0.6514819341408745,0.04357437710758723,0.01764818179527394
Random_0184,0.11047338817976468,1.6107380986623498,0.03651238680936855,0.013423509842295834
Random_0185,0.011987955999204158,0.11592790364978275,0.042690469550052366,0.006890816608726302
Random_0186,0.18272144872040288,1.222390138676061,0.012042327562707806,0.018377814684487348
Random_0187,0.12861179672884568,1.0551450796617834,0.042994084881900665,0.036722893319327994
Random_0188,0.03053816388709937,0.915257127768571,0.015432309657891323,0.03172611383503639
Random_0189,0.10702512972372459,1.021700636285722,0.03562225953329771,0.025773551579353553
Random_0190,0.22431360221560173,0.9187483183409236,0.027524835347625298,0.011613618729981293
Random_0191,0.2342430497508813,1.745951092782889,0.01580434506509957,0.020412541728266054
Random_0192,0.035858607631878474,0.31228080561817245,0.008086808447619909,0.02556630886472683
Random_0193,0.23694789188267515,0.34546189984685016,0.049874359062232594,0.014800792235847071
Random_0194,0.2685366700616142,1.9992563854781267,0.042211912299825176,0.015833788355646874
Random_0195,0.012128213960684787,1.0651461702776244,0.024909222989997187,0.0011372153033116599
Random_0196,0.2612524565034876,0.37774973587879934,0.03172326344362824,0.011238080415483423
Random_0197,0.12721631117664173,0.9927855711650176,0.02979552032991514,0.021261254728482382
Random_0198,0.11250958499641993,0.17687840909635938,0.007203624992596,0.025335648037609494
Random_0199,0.18377524212934174,1.369717211736434,0.00493847431213234,0.010742070869382017
Random_0200,0.07428675730449832,1.6477991820487201,0.03823027585196639,0.030314019042418396
Random_0201,0.2917113371150841,1.8401174581030018,0.032559671013864214,0.020844913880734287
Random_0202,0.24620794129678203,1.1443589305582411,0.03861331853976433,0.00802666806968081
Random_0203,0.15633666560423373,1.018850647691606,0.02474788100529598,0.021260628700108454
Random_0204,0.18612714409671863,1.2502944427206686,0.047676696150461426,0.009562386840465682
Random_0205,0.04745565694930284,1.4858984450262016,0.012930524847523325,0.011939612663792554
Random_0206,0.057933062888643465,1.0073028387806178,0.021065083994715537,0.03903152111108698
Random_0207,0.20417933697974527,1.211257975662747,0.029289797521130676,0.012115132804149636
Random_0208,0.2667194921705842,0.321076021982813,0.03704218639771716,0.005836507141103682
Random_0209,0.15202514430364863,0.5111557132304789,0.028137316554373296,0.008654140182206874
Random_0210,0.153346335153028,0.15910720705242962,0.013091666522963508,0.029680401441662008
Random_0211,0.1583084382368285,1.0407570222687732,0.03218794108103983,0.021484938049967633
Random_0212,0.08260475563296471,1.7909454319748297,0.01634492482772997,0.00171100212338317
Random_0213,0.060903243033562454,0.8772352907338241,0.0014782713651947605,0.022282468116756243
Random_0214,0.2862164645516965,1.163438559463004,0.01114629223032158,0.0035028613949531274
Random_0215,0.16446837143500678,1.4023524423690183,0.03243640093916527,0.02313189090321948
Random_0216,0.11353099413043972,0.8378847712512634,0.04325742615486739,0.002885227267956503
Random_0217,0.09315381742953914,0.6457661949107144,0.049087602840229956,0.020569118319723866
Random_0218,0.058458688517821426,1.7111190479685483,0.0193135786868795,0.016016607138011636
Random_0219,0.10446119978362856,0.3854855596518211,0.022884724713155877,0.022419260818979304
Random_0220,0.13858681054282823,0.8244946009307706,0.012255022043552423,0.03448940826351482
Random_0221,0.2595943889969685,1.1691642656439205,0.035798118977394544,0.03652821507696538
Random_0222,0.05233520019698071,0.34196898716410246,0.010718737998312963,0.02406345828691376
Random_0223,0.026636122311784315,1.4942745602305214,0.003445236572841207,0.002000446773060458
Random_0224,0.2900572306483814,0.7712210717597004,0.028409960777445176,0.01983384166200043
Random_0225,0.1959251997771441,1.8901259990195776,0.028298340863001974,0.0135836538302587
Random_0226,0.01694290745786486,1.3252353514757125,0.021605412537797977,0.03825943450813347
Random_0227,0.1776351179402415,1.3046713500531073,0.03242798738836509,0.02217677048442119
Random_0228,0.11946093006683345,0.9759278678555393,0.03446057772034166,0.010314810872142456
Random_0229,0.05884940341808137,1.8085949738270213,0.034457776389513334,0.03498067976496953
Random_0230,0.11335855228824751,1.1941472652739247,0.030610827190293118,0.0358901483089867
Random_0231,0.26384252000727293,0.5945128982378302,0.04845955523348946,0.015517012020909642
Random_0232,0.1848525068318397,1.9871400582715677,0.020951756720254233,0.02603317591797061
Random_0233,0.296549976602933,1.2956560552753382,0.033223326449213754,0.031738267478953856
Random_0234,0.23743353583296367,1.9012294960936438,0.03279674063032548,0.010791476626001842
Random_0235,0.023048144270924914,0.2514644315804243,0.04815274987145956,0.03310896627348031
Random_0236,0.18004608647566644,1.809945823966861,0.04363649156242068,0.015023473142440565
Random_0237,0.2437883312976362,0.4782011735496082,0.04920806569163174,0.013328649564195168
Random_0238,0.08747923749991857,0.446400456875495,0.02821188735532782,0.0361521907918855
Random_0239,0.1685108635348978,0.17406969584337156,0.003613644893507734,0.021212829078289336
Random_0240,0.2675334558084316,1.2083608822065914,0.03757491701561255,0.033632682245689
Random_0241,0.04380188392088585,0.915012298535926,0.0011869179540380556,0.01733455219624671
Random_0242,0.2582445431180521,1.5961893987627789,0.017390461911345804,0.028802438425093977
Random_0243,0.21519904153154354,1.033712043489713,0.006089649145083762,0.03712082101813721
Random_0244,0.1739112188912534,0.4389785029915251,0.03402183052514439,0.031070868563941003
Random_0245,0.037877747311007647,0.9074802924133628,0.04753303766130167,0.023908003537250505
Random_0246,0.23652392330561312,0.3877560700582715,0.01408736582353282,0.038562097148880564
Random_0247,0.02883206849979126,1.7987950865710916,0.004114405936368186,0.024182510053706138
Random_0248,0.00907070410626505,1.8144320869164063,0.027200617507496243,0.02195617807066868
Random_0249,0.11960909972952406,1.4248304221856616,0.03368985625966412,0.024465485442950567
Random_0250,0.14114788113164914,0.46006270429121543,0.02939607622876776,0.037622828376303666
Random_0251,0.09322634309519445,0.9749051166700743,0.0038206902710404664,0.004326784791227441
Random_0252,0.06383614537049162,1.2973115808203595,0.014350065393452183,0.0380428345033987
Random_0253,0.12777944337489533,1.2860179576380746,0.028709794841927934,0.020383627948849674
Random_0254,0.12290719461387555,0.9476693090589547,0.049804822389266694,0.00459096410502644
Random_0255,0.2900131394605419,0.5815139324673065,0.040104366184269345,0.010006454997488527
Random_0256,0.12047440905204664,1.4537970480480114,0.046300297929703284,0.018015860069886314
Random_0257,0.18484530708659025,0.7601646040949451,0.011262985356354876,0.0376734871299837
Random_0258,0.2820193199731951,1.9544663800516133,0.048932873728991876,0.03621421182270895
Random_0259,0.17040710497022563,0.687464926887103,0.020187342143000005,0.012412523371362685
Random_0260,0.09869993673836139,1.556073628261382,0.047049181961071655,0.02322876476488581
Random_0261,0.21540963929540585,0.6207524174823492,0.04485607069743675,0.021692977679746504
Random_0262,0.2003639014437889,1.741632985841733,0.0164954680467438,0.008336089600050767
Random_0263,0.16935727632410766,1.653329953372958,0.04305730143817206,0.0029562131469967937
Random_0264,0.2388198918120932,0.6229885998702547,0.006199727776112654,0.012576767513817796
Random_0265,0.04090815176834787,0.8094783290087588,0.02475790501614361,0.03699219712173993
Random_0266,0.26309388306142156,1.5292623609461222,0.00579689523345582,0.018560563116517766
Random_0267,0.10256025628339516,1.9580219927097258,0.0458240349663106,0.03664088628997238
Random_0268,0.25232342926304724,1.5236612592286076,0.035827262856575885,0.021550595308409606
Random_0269,0.17677209267695723,1.0124952148126274,0.025790872034349988,0.007280795913220664
Random_0270,0.07675258916534242,0.5449251514758188,0.017705629653065495,0.019200545127080526
Random_0271,0.13577459230716957,1.841300917926498,0.009038300805565943,0.017878359874886833
Random_0272,0.07886270837424934,1.94173921226818,0.0257875739520345,0.024305346533006787
Random_0273,0.2885029614334795,1.4076132111769446,0.02609459979331893,0.015233944000464343
Random_0274,0.23346024128174322,0.8770820003322287,0.03809098733666317,0.008820699425102177
Random_0275,0.011992878658384536,0.6982722504939567,0.03622010299202363,0.0397430432125073
Random_0276,0.0653407814224743,1.6454475275825655,0.03051704510583691,0.019424555337674967
Random_0277,0.2750830139243765,1.1439887060659353,0.028126942842712867,0.0024802033708368016
Random_0278,0.18895040778398706,1.5749702063904065,0.029588007730619124,0.03245229987452905
Random_0279,0.17866142325025952,1.432319232192158,0.01481072231579451,0.006928842441854426
Random_0280,0.17172104068051428,1.492309938730545,0.027859981197218515,0.00792636571176822
Random_0281,0.2430049908281513,0.43445582649403724,0.021338392862120494,0.03458164190646227
Random_0282,0.06511146738484117,0.6764124745731714,0.047857803867322773,0.020380253277943714
Random_0283,0.0826264667444841,0.11041607562298003,0.025852868901484014,0.0348446013719643
Random_0284,0.0804242012925129,1.251357655779186,0.003329847826525407,0.0011216645730422203
Random_0285,0.16867797422036945,0.3101063195540894,0.04888876594712559,0.02614360898252946
Random_0286,0.15023729030887117,0.9330108430887929,0.005880594516730884,0.02910179478453291
Random_0287,0.29012347647890785,1.1587153440862885,0.02877103633255947,0.008802159631422744
Random_0288,0.06447984835426544,0.13754282622608596,0.035730344696735916,0.03154943198405456
Random_0289,0.18358533246211217,0.26796108923528406,0.005530024884866442,0.014167637005385258
Random_0290,0.20323233795974227,1.641079482795236,0.032758373800670655,0.004340614985749988
Random_0291,0.12769614674377727,0.3151353411983793,0.019855982155862862,0.03603782605100662
Random_0292,0.24935844768377854,1.3007548985951543,0.011330140456606453,0.004978672447186441
Random_0293,0.2554315146535237,1.0547673090229988,0.005036006280755753,0.035249557686670395
Random_0294,0.16536086931774002,1.878819698192505,0.0028263206652317267,0.010122399149737546
Random_0295,0.10303374041544511,0.321622888477314,0.009807332220366095,0.022463495345124873
Random_0296,0.09789964106556834,0.9859548585593149,0.006833455166703338,0.03872588478542507
Random_0297,0.1575768679157,0.7258851889836817,0.025840058244449265,0.027421476659630503
Random_0298,0.13460387955616798,1.1196045394897676,0.025897832636411062,0.02677570656542844
Random_0299,0.08807286481399511,1.5580843469295294,0.022441627338395956,0.03427687851166823
Random_0300,0.11133766551395094,0.47838457612580276,0.014409500368205042,0.00426068024950497
Random_0301,0.1972439822144783,0.5561109417127976,0.020578525734469545,0.01247793987095968
Random_0302,0.08144383158485198,1.8500541781837376,0.04889543113496205,0.03061909232542964
Random_0303,0.2755845678684431,0.5270044292006393,0.001438637792115482,0.013973543573185709
Random_0304,0.05962753044954532,0.3974758880866329,0.04934580315236174,0.008139266584242012
Random_0305,0.11134897040964367,0.16602232701582018,0.0353130849654895,0.02002405561168306
Random_0306,0.0422123440352932,0.6108014216509847,0.0036880341998268566,0.03909159581451734
Random_0307,0.0953403373435618,0.2195376201412202,0.04369870840570439,0.022322333274016493
Random_0308,0.17324039801553048,0.8286448750944965,0.0333485371774239,0.012837867755286354
Random_0309,0.17970523430416357,0.571804884672099,0.021828945940415095,0.010318137135311517
Random_0310,0.2768325826527736,1.025289033502126,0.030331439147912545,0.024515686295423753
Random_0311,0.2650470145607978,1.0537838456325785,0.047823411661866426,0.03231893731023513
Random_0312,0.26739728857971373,1.2138921759501864,0.015630955904973407,0.007657342810312343
Random_0313,0.20455735124465194,0.18904536295631585,0.029506806677388253,0.017785027829581166
Random_0314,0.06251622959987466,1.7615325615634454,0.01452603930229112,0.005363567031799091
Random_0315,0.08572550543562055,0.9582863806920998,0.0286826427127778,0.03804522494187864
Random_0316,0.11044820206141368,1.6603525525887202,0.03935978777567312,0.013288098027973972
Random_0317,0.19893539720391154,1.3825059468459566,0.010691094410090616,0.03740137831187165
Random_0318,0.02378315560557906,0.2174328538943771,0.028125770841500246,0.013217296234646035
Random_0319,0.16808635596111315,0.663451128756542,0.044446659352138596,0.018725507752216285
Random_0320,0.03828721938683933,0.6188686633202952,0.008868401479171992,0.03956507694072549
Random_0321,0.23061537385559108,0.5536348964498972,0.0111191609699412,0.02868015001924958
Random_0322,0.23616233658229507,1.0468110099572658,0.04620814667198773,0.017889587769380346
Random_0323,0.18101779434712617,0.21818332029298027,0.027463373105060467,0.009928092521946135
Random_0324,0.04093106752458442,0.787946879105,0.030220416669106458,0.0339858263178537
Random_0325,0.10327363754693639,1.0797153096230472,0.033724065464322835,0.0014199644149144601
Random_0326,0.17167267063420452,1.246261565993946,0.006931374024303465,0.01838544046447718
Random_0327,0.1350061702706952,1.516775246423444,0.016440619229401276,0.015176942349102888
Random_0328,0.02282419158094538,0.5691591237830075,0.0330566794631911,0.013298594154431326
Random_0329,0.1802252118923576,0.7870830454777147,0.02988730891674892,0.026405398841594447
Random_0330,0.1245188251846415,1.782397875818142,0.0012911520042843817,0.006067314212790108
Random_0331,0.1686296172310051,0.40127428507399665,0.015588202612592764,0.010328169701892872
