label,yield_strength_MPa,ultimate_tensile_strength_MPa,uniform_strain,fracture_strain,youngs_modulus_MPa
Random_0053,625.2666714539389,892.6894732955989,0.0759924525644575,0.15182672298047387,210000.0
Random_0054,520.0311664523128,772.2286170424269,0.07775277193726679,0.15179927402718205,210000.0
Random_0055,616.0075840247097,828.2335047041838,0.04784422514092582,0.08527793545290316,210000.0
Random_0056,643.9565448388946,944.090778431062,0.10789734852260975,0.22848732762759097,210000.0
Random_0057,624.5006325087986,863.4254250911907,0.04828641634042741,0.08297229977748365,210000.0
Random_0058,687.0458162662815,964.6904753371906,0.06703666066165029,0.12754767845293358,210000.0
Random_0059,504.0570432770808,740.0348889707794,0.06257114708550983,0.11642109477228155,210000.0
Random_0060,728.148213611157,1053.7891597075388,0.11479107801961126,0.24657227654340477,210000.0
Random_0061,492.8253210580447,737.4997809489472,0.0955536973138229,0.2008625650898867,210000.0
Random_0062,567.7714924202255,803.0203289731587,0.07101992207708518,0.13953524154053087,210000.0
Random_0063,669.5514692328724,958.5736295891858,0.0852692043825703,0.17357317526567204,210000.0
Random_0064,751.9077569553416,1007.2868981398,0.048211461011735346,0.087687603163599,210000.0
Random_0065,747.0219678472729,1018.5282897788924,0.08183905804732007,0.17119398336210107,210000.0
Random_0066,468.2237514540589,664.4582892367633,0.07273864111520767,0.14606313763531872,210000.0
Random_0067,763.8713327478071,1031.0248830869311,0.06009606375950014,0.1196476585446783,210000.0
Random_0068,453.650018904742,702.0298498384417,0.09384660491490046,0.19042217471319167,210000.0
Random_0069,554.4440347063046,766.9325061759395,0.06231009664063133,0.12216825233009064,210000.0
Random_0070,731.1829691360865,1024.717807682288,0.10428005471168154,0.22505547759165886,210000.0
Random_0071,422.15481060747265,629.2840662150688,0.09554466586678882,0.20381029204266532,210000.0
Random_0072,783.4908673939038,1086.9237739438431,0.07140157907920669,0.13928127474382374,210000.0
Random_0073,712.2022031210188,997.0252134793932,0.07212899216437021,0.1426344931003485,210000.0
Random_0074,590.2122864502257,870.4313912009071,0.09380147418701898,0.19275486620934165,210000.0
Random_0075,570.3454676775146,820.1907177528477,0.08030237277374427,0.16252209637824966,210000.0
Random_0076,602.59251588839,856.6273858865726,0.07810384263333281,0.15576540537460087,210000.0
Random_0077,512.7865235275871,767.5642608139567,0.08769353749825773,0.17595759510554995,210000.0
Random_0078,611.1114480890295,849.0981489829401,0.06792329297353941,0.13664838285041028,210000.0
Random_0079,829.2875564653083,1161.9983703245082,0.07367294549462676,0.14463339666388966,210000.0
Random_0080,614.7842198131842,843.6666687800648,0.08292822612782819,0.1725030586253585,210000.0
Random_0081,764.6743925772887,1061.9508425524539,0.08902924267774567,0.18430858967990715,210000.0
Random_0082,741.6215527866686,1014.128062422003,0.07260055703535982,0.1488679639686912,210000.0
Random_0083,526.2703647194036,780.8902849032037,0.0821374855060514,0.1642931577654338,210000.0
Random_0084,718.2916917543891,1017.0180416304921,0.06356075216755375,0.11683681297525664,210000.0
Random_0085,612.9410443774715,900.2739984523606,0.08364054968311632,0.16887982222999612,210000.0
Random_0086,421.58949879012823,627.9754499593691,0.08966584906419546,0.18851552651073594,210000.0
Random_0087,411.2676144182929,636.2568710203961,0.09270294095460088,0.1922429984619814,210000.0
Random_0088,709.2883632063264,977.4103817654101,0.08458951311200598,0.17457029526697895,210000.0
Random_0089,664.4428277393512,901.1359677661404,0.04826234822897403,0.08606181028318918,210000.0
Random_0090,584.213124291665,829.4131127671104,0.09908318664798914,0.21151758229089768,210000.0
Random_0091,687.1629889099602,928.6906944640646,0.07119280064894627,0.14497811741762878,210000.0
Random_0092,726.2708084393043,1027.7696675809277,0.09355469380922896,0.19543809186281602,210000.0
Random_0093,506.70220588180246,763.7111993081124,0.09587225734724057,0.19824670713098239,210000.0
Random_0094,764.4155231807227,1011.2434134571314,0.04412913810146389,0.0791254424888937,210000.0
Random_0095,712.8147678885003,975.3840856896824,0.05867908437645321,0.10952929612739826,210000.0
Random_0096,416.5029873837565,613.2583098429725,0.08972108019721718,0.19036073621936872,210000.0
Random_0097,769.8726871340882,1088.6813604773017,0.0982289128297895,0.20672424697530095,210000.0
Random_0098,642.7521660742835,937.7916404749725,0.09473600411848256,0.19472804814893713,210000.0
Random_0099,707.9154998933356,993.8650887600143,0.06235131618958581,0.11642487499930546,210000.0
Random_0100,581.2011650127948,809.8130582665989,0.07612341974923267,0.15466149020828202,210000.0
Random_0101,794.85756730139,1113.1634698739992,0.061161918402267215,0.11211584745178042,210000.0
Random_0102,809.5569434149373,1115.7743112034607,0.05860613869054287,0.10986931276590142,210000.0
Random_0103,491.193909438923,742.0599848083116,0.07723641480284521,0.15459843503263349,210000.0
Random_0104,685.2644209902593,938.3426083644988,0.06729892463006852,0.13155353114703638,210000.0
Random_0105,606.9602895975039,866.1670860419175,0.07459190386595005,0.14562661103786306,210000.0
Random_0106,571.2598437348653,789.630217699224,0.076684932487088,0.15803763253148512,210000.0
Random_0107,740.1780810623314,1016.9782607918816,0.08298808218515996,0.17306398616739352,210000.0
Random_0108,714.8683835461968,983.2658074858036,0.06874234307816662,0.1353730508808908,210000.0
Random_0109,403.8995948855957,597.178224432388,0.05655248638052936,0.10394077210124864,210000.0
Random_0110,813.0398081854407,1116.528960997197,0.04946588512344759,0.08558209303285398,210000.0
Random_0111,754.2553865616732,1039.6496873390497,0.05428588899920383,0.09731996194584752,210000.0
Random_0112,580.4719482691379,856.9845333670174,0.09392234833867157,0.19551293582063828,210000.0
Random_0113,546.5364601745684,809.3464482416192,0.08446843067330886,0.16827817662556885,210000.0
Random_0114,723.2511296246215,1034.3626180911676,0.08383248066050096,0.17044192529130042,210000.0
Random_0115,748.530689186165,1050.196724473861,0.09027083749396303,0.18736512015292783,210000.0
Random_0116,512.2082025670232,737.1855126307194,0.0685599259922937,0.1346494820049639,210000.0
Random_0117,731.59244545018,1039.8217961790956,0.08454899297417083,0.17311200968732665,210000.0
Random_0118,619.3685459812384,857.7341238202368,0.06630213382775721,0.12843578223427982,210000.0
Random_0119,618.3432132721167,888.165031426799,0.07681724401328384,0.15058785505579486,210000.0
Random_0120,553.3485397090941,797.4248931231839,0.07730788955396636,0.1555557532403832,210000.0
Random_0121,694.3790621535418,940.8835736870851,0.04723458868879183,0.08359436543896422,210000.0
Random_0122,733.2609687502131,1040.3884624613177,0.07612739122665282,0.1475097897717949,210000.0
Random_0123,509.13763230993874,781.2276422788084,0.079414308958399,0.15487559087616812,210000.0
Random_0124,601.8192440897284,826.4785195800014,0.05788547931372663,0.11204336618242583,210000.0
Random_0125,763.0290030903068,1012.5504402682019,0.044611393293966656,0.0791524879300721,210000.0
Random_0126,566.6977777617593,851.9279175217617,0.10240008441786082,0.2142419274921995,210000.0
Random_0127,638.5863285606606,935.6406107102857,0.09957733360970149,0.20531987141876565,210000.0
Random_0128,497.03548997842296,747.7061422500568,0.08938622922609936,0.18022725050435204,210000.0
Random_0129,824.6231353958264,1157.1192199834247,0.06995579900262887,0.13587430286318694,210000.0
Random_0130,621.34511380504,865.4541215016916,0.08064502022998996,0.16713233812211825,210000.0
Random_0131,781.6512055358281,1069.5367693384424,0.06999807969595692,0.13801985516576237,210000.0
Random_0132,605.4104357911326,847.9281502576763,0.06616370886602245,0.12782333877841312,210000.0
Random_0133,606.6049667078893,839.6223696136849,0.0750892467669464,0.15453525374196395,210000.0
Random_0134,705.091364028371,987.6606422011704,0.07663519496948008,0.15445711942164136,210000.0
Random_0135,623.2381613225144,855.3866558179598,0.05598093357732816,0.1045169323582188,210000.0
Random_0136,765.276586876804,1080.0922265989584,0.06966120663856856,0.13444587156669924,210000.0
Random_0137,733.9220094529724,1027.931706276243,0.08521492662348439,0.17691943049563388,210000.0
Random_0138,656.8432449729045,891.9138940642189,0.05290753637740238,0.09763628028454586,210000.0
Random_0139,475.6180868446464,679.2687083062401,0.08328199258891239,0.17141173503863089,210000.0
Random_0140,748.9770422143828,1026.139178000229,0.08299166178277945,0.17200168849012962,210000.0
Random_0141,676.350661742995,947.7734612702037,0.0719503551254429,0.14063305326523612,210000.0
Random_0142,715.3470103975043,1007.9468896608678,0.0712797412993069,0.1381821285814637,210000.0
Random_0143,720.1513979020567,1006.8526537674699,0.08591799022400118,0.17780295927336798,210000.0
Random_0144,373.97292339212913,560.0639547385716,0.06878884070630291,0.13515641539419077,210000.0
Random_0145,718.054888945358,984.2162169130144,0.06680970543693618,0.13034604749143736,210000.0
Random_0146,781.1221864160484,1070.5950774310102,0.05099296652558697,0.08926865724174898,210000.0
Random_0147,706.6992100371441,1018.4313946725568,0.09764287598845582,0.2008534243635401,210000.0
Random_0148,427.6317073008809,637.570391116069,0.09237148893126451,0.19547471180598006,210000.0
Random_0149,682.9001059624303,949.8380562943865,0.0943779195143952,0.2013006454190151,210000.0
Random_0150,451.99193444792746,717.0117919163023,0.07763043589261012,0.15184842086009157,210000.0
Random_0151,681.1969759441247,918.8480121112188,0.06994830003158646,0.14169524645274997,210000.0
Random_0152,501.56643591484277,731.9586618013751,0.10124721018280522,0.2167636074629449,210000.0
Random_0153,358.87971654694684,570.8932508605045,0.08561694367263921,0.1754968464720666,210000.0
Random_0154,541.9018043108372,792.6019480302865,0.10302033882985949,0.21841318411170502,210000.0
Random_0155,734.524303212195,1025.3816959562905,0.06133577438974874,0.11555984681229163,210000.0
Random_0156,786.4305046492036,1117.6009606972907,0.09842558875895623,0.20550988129853856,210000.0
Random_0157,588.0301202863575,852.0499059303331,0.06403340630509435,0.11767159633540568,210000.0
Random_0158,428.54207805642625,652.0577674579716,0.08330870067870404,0.16844399972787596,210000.0
Random_0159,659.1492899200704,929.1453039501506,0.084007352257702,0.16974904373286603,210000.0
Random_0160,559.1118582242318,800.4465650170613,0.09343931102535163,0.19686568494220819,210000.0
Random_0161,599.6308409223918,831.0580053904738,0.06812475702990747,0.13356474419887188,210000.0
Random_0162,768.5406319033839,1064.6583869253109,0.07258879274831481,0.14414886984148972,210000.0
Random_0163,602.0858224252224,829.0408408167754,0.08730799971207243,0.18434967015822842,210000.0
Random_0164,443.92659455357955,640.6499930021988,0.05896827998114562,0.11012031394050219,210000.0
Random_0165,404.2992195419519,642.0539001718184,0.09759447206019471,0.20490381781263284,210000.0
Random_0166,781.81177007604,1079.4703027911003,0.05644872946297717,0.10342696105806007,210000.0
Random_0167,718.6905649417911,983.6320690094997,0.06698793480718529,0.1321461578124231,210000.0
Random_0168,447.75437005110666,656.1413480681991,0.08463418227032458,0.17432694603663945,210000.0
Random_0169,677.9376928630351,925.9057764406346,0.05648625814891384,0.10590034711827996,210000.0
Random_0170,502.08279676967567,762.8076654573729,0.09565364238511496,0.1971685666857825,210000.0
Random_0171,503.63693243738567,733.9231590845155,0.08503330911721725,0.17332560029718763,210000.0
Random_0172,689.277432824304,991.2017159205257,0.09737863670752493,0.2018941065058409,210000.0
Random_0173,654.6423926707524,911.5045048514054,0.06793201637115852,0.13378829690225139,210000.0
Random_0174,685.5863186580515,943.3105501238874,0.08147115200715682,0.16728303245175632,210000.0
Random_0175,645.85610579626,887.6662812432271,0.07147612477093056,0.14342779774522235,210000.0
Random_0176,551.8002109804808,766.5867134937367,0.059351747092338855,0.11561111075303775,210000.0
Random_0177,599.816062063031,839.872892099795,0.06614312471730983,0.13026707363008802,210000.0
Random_0178,532.7354824212877,740.7563127517773,0.059833721777526404,0.11514293365201847,210000.0
Random_0179,502.0018543822159,726.6883198349935,0.04933088102229498,0.08408831694166569,210000.0
Random_0180,661.7325003764561,904.9980569161366,0.0677291368264857,0.13511609611668238,210000.0
Random_0181,741.3332695948855,997.2669620139133,0.075830168590131,0.15846883589542443,210000.0
Random_0182,756.4831953097196,1055.3365072162978,0.06865444684901056,0.13324402601984817,210000.0
Random_0183,676.0564071016546,922.4118579091516,0.058517602875839694,0.11254618219053492,210000.0
Random_0184,628.7249896763684,904.8316794289822,0.07854461950476238,0.15711488034885898,210000.0
Random_0185,378.65018386242195,562.8974256337609,0.06641357598402584,0.1329946375045402,210000.0
Random_0186,674.8122835380427,953.0665905787906,0.09180993187340918,0.19145180684794028,210000.0
Random_0187,656.9913871497507,910.248506660644,0.0526505410295376,0.09341429077858376,210000.0
Random_0188,450.037599374578,675.0860372165043,0.08273278987059093,0.16660221034401082,210000.0
Random_0189,610.9799787074561,858.8011248822327,0.06614990274878935,0.12774148105251817,210000.0
Random_0190,719.5713392927685,993.862337845802,0.07797460874094216,0.16029383585084164,210000.0
Random_0191,749.9502408480199,1064.181451517501,0.09130834290310824,0.18812993108887016,210000.0
Random_0192,428.95773682580887,629.2827756016085,0.08671762130589394,0.17997399568684913,210000.0
Random_0193,740.3965949451211,990.0053413050518,0.049951761767379615,0.09403346301552731,210000.0
Random_0194,818.0966354910095,1150.5536843004909,0.07213746498509424,0.14105664970799958,210000.0
Random_0195,387.0825878040446,615.962503893244,0.09534826841770261,0.20027796151808164,210000.0
Random_0196,739.1715626569708,998.0465073886597,0.06826113979960984,0.13933774205557503,210000.0
Random_0197,626.3915584599077,878.7864449518222,0.07322165544956388,0.14602060087576868,210000.0
Random_0198,554.4520842465232,767.9358670625479,0.08337564307926797,0.1737355769464537,210000.0
Random_0199,667.2068534880862,953.5334949340399,0.10423349977494524,0.22219478147728475,210000.0
Random_0200,590.0694895853636,857.3085985121298,0.0684312127091196,0.1294447074604853,210000.0
Random_0201,824.1599280414067,1155.6206811432448,0.07578846073845275,0.15021508751906612,210000.0
Random_0202,758.5813188026998,1047.8982570732603,0.0719517327482823,0.14524747085278655,210000.0
Random_0203,656.0945549109324,917.3463196816807,0.07725115001996694,0.15609889615777206,210000.0
Random_0204,715.9481084936403,994.1640178009759,0.06522799474685562,0.12756035629734036,210000.0
Random_0205,491.9396783973217,748.6794116599212,0.1017008806194439,0.2134537062343614,210000.0
Random_0206,524.4793576877046,759.4835227465292,0.07288168250904414,0.14172472297576733,210000.0
Random_0207,712.698248784011,994.9372975077483,0.07944544075739667,0.1623289093846812,210000.0
Random_0208,744.5778719776088,1002.2758705263758,0.06604190967650542,0.13493234193748252,210000.0
Random_0209,628.6267453689709,866.6917220013282,0.07679740773708667,0.15887823277954127,210000.0
Random_0210,614.4901781442491,836.5648208126954,0.07416843922240006,0.1512280512589499,210000.0
Random_0211,668.1834181914014,930.3007634222228,0.070589861831332,0.13971057201026096,210000.0
Random_0212,562.1640889626987,841.963348153718,0.10642421208822953,0.2256260533960138,210000.0
Random_0213,490.182130289303,722.9826699721597,0.09913671132430575,0.2087691268558311,210000.0
Random_0214,758.0407238314936,1060.7776428552309,0.09880116529264794,0.211742669135186,210000.0
Random_0215,689.1906427121725,968.9681321301392,0.07284068898162077,0.14345406122628757,210000.0
Random_0216,606.5037835431943,848.8999345082852,0.07097715567733609,0.14349724998554256,210000.0
Random_0217,590.5953158056535,817.3707112412242,0.05383312633991706,0.0998035642158526,210000.0
Random_0218,531.8811708487292,800.6697852707779,0.09528335905093216,0.1964346437719078,210000.0
Random_0219,567.5312677735642,787.3690990612325,0.07334295528647528,0.14856431636009648,210000.0
Random_0220,622.7511687805459,870.7605740335721,0.07907633131175172,0.15945489050067652,210000.0
Random_0221,788.0018982498245,1079.7267807286942,0.057366325294481824,0.10580211696721967,210000.0
Random_0222,467.5678124391609,673.2576412079725,0.08475937311235328,0.17560586771061584,210000.0
Random_0223,424.71939634285667,678.1851274635042,0.11737764928721771,0.2525770252360747,210000.0
Random_0224,779.6810334815247,1063.0407851776508,0.06947154871239386,0.13964557644900946,210000.0
Random_0225,727.9919241918053,1038.6783345165113,0.08642987319290907,0.17610694850851386,210000.0
Random_0226,436.23976816471907,675.3218980819179,0.07824852304448068,0.15255110727058874,210000.0
Random_0227,699.4218537391414,978.1724633467686,0.07212610628741312,0.1424103094257117,210000.0
Random_0228,613.7986210064468,863.9985764892557,0.07564324810126034,0.15337634076552703,210000.0
Random_0229,567.466695409132,838.0107435935096,0.07123376393267555,0.13469214540355798,210000.0
Random_0230,626.6701071614336,883.4262941308798,0.06612388683092334,0.12564738346213478,210000.0
Random_0231,772.1117556316303,1039.7073406737989,0.05274820140417017,0.0999057759065807,210000.0
Random_0232,719.8655279016463,1031.7411626207688,0.08679601854692101,0.17479806403855208,210000.0
Random_0233,817.540362812942,1124.785451936812,0.06312132577433355,0.12025801397740005,210000.0
Random_0234,771.9975242630549,1093.4241781650035,0.08327491198459384,0.16911453706665674,210000.0
Random_0235,446.39536892158304,636.9723671188381,0.04627546661008956,0.08004624676220312,210000.0
Random_0236,728.1148657148933,1029.8811522359297,0.07132616437466034,0.13918834286737614,210000.0
Random_0237,749.4911081863503,1006.9543066000255,0.05262257768368332,0.10023046926503586,210000.0
Random_0238,560.9768172094085,777.7855208920084,0.06146661363298299,0.11718759600708062,210000.0
Random_0239,614.7284661526692,842.7032004316017,0.08755070416127785,0.18517081873383684,210000.0
Random_0240,796.4381360890517,1092.001131799552,0.057741846889021134,0.10700065407352163,210000.0
Random_0241,453.9440150905112,684.5883218928265,0.10349538558543175,0.2195821831107496,210000.0
Random_0242,774.2567921130832,1086.9510188100062,0.08286546183535563,0.1672537635361353,210000.0
Random_0243,706.9780316221955,983.8379963490609,0.08330603345092254,0.16932787883655667,210000.0
Random_0244,673.2640286845312,911.2884501148365,0.05678708360881191,0.10753708758198963,210000.0
Random_0245,500.69691438359695,725.287681074066,0.058057825651512004,0.10753923482360306,210000.0
Random_0246,715.1732968206711,967.5413437619036,0.06833492811727093,0.1356100710455765,210000.0
Random_0247,457.6429477206878,723.5329904621287,0.10637947781232332,0.22144018922861697,210000.0
Random_0248,417.2314084379637,677.215984729515,0.0885852533869623,0.17750778854265864,210000.0
Random_0249,638.6836689034628,908.0508854979895,0.07233123261560406,0.14140032855016224,210000.0
Random_0250,635.8403411646434,866.4686207722548,0.058056530851760824,0.10930549986149307,210000.0
Random_0251,536.5321597784196,783.05767779739,0.10760776120323098,0.2319565323815548,210000.0
Random_0252,536.6483111622751,786.7949366500661,0.08217919306963428,0.1634012261805282,210000.0
Random_0253,635.4471775172991,901.3353726314741,0.07764193732432563,0.1556465055323402,210000.0
Random_0254,631.670989148123,880.6912437897015,0.06488614999744652,0.1280139853971758,210000.0
Random_0255,780.1585577880201,1054.8211039196437,0.06294676315517533,0.1258491978376475,210000.0
Random_0256,651.4391691487895,921.8333459339946,0.06511630157064772,0.12450613994145956,210000.0
Random_0257,673.4355435588442,929.9393597158571,0.07626213896453081,0.15294968893452618,210000.0
Random_0258,850.4251412031917,1182.069191454677,0.05315545210300476,0.0922520699853292,210000.0
Random_0259,648.4984085527475,899.4281172640746,0.0830024482244613,0.17296495024317748,210000.0
Random_0260,629.9306453673236,899.0067070855995,0.06299590444339631,0.11788063019640962,210000.0
Random_0261,728.4488998089724,984.9112445493549,0.053538825139630444,0.10045803092838752,210000.0
Random_0262,709.4452171846714,1015.9231522967531,0.09861634956067117,0.20730007606262454,210000.0
Random_0263,701.9820260762725,995.040111892269,0.07777739220052077,0.15714937856697403,210000.0
Random_0264,697.8708308760021,964.1081711999925,0.09333023006325412,0.19914986201053608,210000.0
Random_0265,485.9676389167329,707.6811934931834,0.06957219776036246,0.13444435466557147,210000.0
Random_0266,755.1069543408375,1067.7486346807705,0.09868054440175114,0.20761810546351278,210000.0
Random_0267,657.393504402434,944.5473644447178,0.0599490506324334,0.10691213276235365,210000.0
Random_0268,783.4925265087651,1090.5479118366154,0.07001535771872233,0.13707957217145042,210000.0
Random_0269,669.8813968097594,936.9909712097613,0.0841358350868157,0.17504300299460318,210000.0
Random_0270,523.0978362781326,743.8551214034683,0.08245300622177662,0.17014354253149486,210000.0
Random_0271,639.4347813156102,934.0836378446588,0.10218200172245503,0.21359733917272888,210000.0
Random_0272,588.6622482109206,871.7487562177478,0.08600886665791362,0.17198056512181065,210000.0
Random_0273,794.6559880936608,1106.8180394514904,0.08070813156083359,0.16488484560415384,210000.0
Random_0274,737.4410567136762,1011.521872108121,0.06953296702747566,0.14030125935024518,210000.0
Random_0275,414.2845847201493,622.6280039606111,0.05834856383764332,0.10631186919347421,210000.0
Random_0276,557.8648927422057,824.2498988035588,0.08222203289100215,0.16446742560459954,210000.0
Random_0277,767.5632903887282,1065.3649639457055,0.08414784510403615,0.17605283172265243,210000.0
Random_0278,724.5620123714884,1017.7100489966416,0.07095542993809807,0.13709473683413687,210000.0
Random_0279,673.1694669973804,960.5500230779804,0.09838256483076269,0.20806930375846577,210000.0
Random_0280,684.1644190319507,971.385718692235,0.08680544937738158,0.1792963599911685,210000.0
Random_0281,728.6790022340829,984.5071593518657,0.06453191226653848,0.12669581062564383,210000.0
Random_0282,545.0225173550666,766.2799009854482,0.05636055954704926,0.10542589623599188,210000.0
Random_0283,537.9826048193383,738.7521472866176,0.061180853954373865,0.1180827197993684,210000.0
Random_0284,523.810949593027,779.8719734342532,0.11317188256903155,0.244563160178236,210000.0
Random_0285,677.4545842154092,907.5762721560632,0.04520092361790587,0.08038889726394968,210000.0
Random_0286,628.9274479090899,885.6736672812023,0.08882440541440523,0.18365585510830496,210000.0
Random_0287,786.0097945747386,1087.67699850123,0.07963930269180236,0.1642493269980118,210000.0
Random_0288,518.3109577766805,715.2379649109575,0.055209882337347,0.10350785400237779,210000.0
Random_0289,631.5537447266057,867.9325139065014,0.09063263449634719,0.1933862042365937,210000.0
Random_0290,725.5179379808999,1027.2066800937075,0.08530762992629352,0.17577566433801872,210000.0
Random_0291,601.6947723918388,823.3283947751606,0.06651135431605536,0.1306651853493629,210000.0
Random_0292,732.0298927206876,1031.5987700461108,0.099836058395385,0.21314859162925287,210000.0
Random_0293,742.4968502740297,1030.5964127260513,0.08475748623575538,0.17340074688454032,210000.0
Random_0294,662.2172429803792,967.0684491432794,0.11203815135247293,0.23889681477895808,210000.0
Random_0295,547.6398693357818,765.289668215883,0.08449175883863431,0.1760751866510722,210000.0
Random_0296,571.4169506261223,816.6150823315132,0.084216124397045,0.17020851281323862,210000.0
Random_0297,652.872661554952,900.6707892458162,0.069610722887711,0.1379168318137901,210000.0
Random_0298,639.2021650299527,899.0214560598871,0.0744848918075747,0.14790036793441363,210000.0
Random_0299,592.5503748282964,860.1449061756189,0.07888183720392644,0.15507627206782718,210000.0
Random_0300,557.3230294780279,785.19113733276,0.09258542744245661,0.19770278263782923,210000.0
Random_0301,672.6020982019081,924.2935688841693,0.08067124063462014,0.1681198950270686,210000.0
Random_0302,621.7050693719069,898.9573034095567,0.06041552522854217,0.10902524107292763,210000.0
Random_0303,722.4183434899863,993.7967102619018,0.09509191429927556,0.2040189560524307,210000.0
Random_0304,518.5928478011027,726.7873397984592,0.059796226285945164,0.11659842467724883,210000.0
Random_0305,582.5242607162612,793.4055367882103,0.06119021480345355,0.12024557337603806,210000.0
Random_0306,458.0785935688101,672.6953731507801,0.08522469737682035,0.17333754274790303,210000.0
Random_0307,573.642976053443,782.0755699613106,0.053297692539205174,0.10018696840652197,210000.0
